_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident:confidence,enter_the_code_at_the_bottom_of_the_above_link,if_there_is_an_event_copy_the_highlighted_keyword_to_here_colored_in_blue_on_each_row,orig__golden,orig_do_the_photos_capture_any_event_or_incident,do_the_photos_capture_any_event_or_incident_gold,do_the_photos_capture_any_event_or_incident_gold_reason,orig_enter_the_code_at_the_bottom_of_the_above_link,enter_the_code_at_the_bottom_of_the_above_link_gold,enter_the_code_at_the_bottom_of_the_above_link_gold_reason,url
253614580,false,finalized,2,2/13/2013 00:02:17,No,1.0,"754606
754606","
",,,,,,754606,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114990dc2a3754cfe66adac
253614581,false,finalized,2,2/13/2013 01:11:41,No,1.0,"532685
532685","
",,,,,,532685,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488a6c2a3754cfe669773
253614582,false,finalized,2,2/13/2013 00:45:21,No,1.0,"8153
8153","
",,,,,,8153,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484f9c2a3754cfe6692a5
253614583,false,finalized,2,2/13/2013 00:44:21,No,1.0,"936950
936950","
",,,,,,936950,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486bdc2a3754cfe6694f0
253614584,false,finalized,2,2/13/2013 00:50:04,No,1.0,"844516
844516","
",,,,,,844516,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148648c2a3754cfe66947d
253614585,false,finalized,2,2/13/2013 01:12:20,No,1.0,"820276
820276","
",,,,,,820276,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148998c2a3754cfe669853
253614586,false,finalized,2,2/13/2013 01:01:39,No,1.0,"94726
94726","
",,,,,,94726,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b51c2a3754cfe6686f0
253614587,false,finalized,2,2/13/2013 00:18:44,No,1.0,"840975
840975","
",,,,,,840975,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147adac2a3754cfe668675
253614588,false,finalized,2,2/13/2013 00:28:33,No,1.0,"925774
925774","
",,,,,,925774,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489b4c2a3754cfe669881
253614589,false,finalized,2,2/12/2013 23:22:16,No,1.0,"549187
150533","
",,,,,,150533,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511497d7c2a3754cfe66ac4d
253614590,false,finalized,2,2/13/2013 01:07:01,No,1.0,"132715
132715","
",,,,,,132715,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149042c2a3754cfe66a268
253614591,false,finalized,2,2/13/2013 00:53:13,No,1.0,"375162
375162","
",,,,,,375162,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484ddc2a3754cfe669216
253614592,false,finalized,2,2/12/2013 23:28:21,No,1.0,"831803
831803","
",,,,,,831803,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483dac2a3754cfe669067
253614593,false,finalized,2,2/13/2013 01:12:20,No,1.0,"950288
950288","
",,,,,,950288,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511480cac2a3754cfe668d98
253614594,false,finalized,2,2/13/2013 01:01:45,No,1.0,"350027
350027","
",,,,,,350027,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e12c2a3754cfe669fd2
253614595,false,finalized,2,2/13/2013 01:00:41,No,1.0,"170593
170593","
",,,,,,170593,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147d42c2a3754cfe6688ca
253614596,false,finalized,2,2/12/2013 23:33:56,No,1.0,"607541
607541","
",,,,,,607541,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484f2c2a3754cfe669283
253614597,false,finalized,2,2/13/2013 00:47:09,No,1.0,"964637
964637","
",,,,,,964637,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114845ac2a3754cfe6690fa
253614598,false,finalized,2,2/13/2013 00:09:21,No,1.0,"443229
443229","gretchen
",,,,,,443229,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147aa6c2a3754cfe668622
253614599,false,finalized,2,2/12/2013 23:12:15,No,1.0,"78726
78726","
",,,,,,78726,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149019c2a3754cfe66a24d
253614600,false,finalized,2,2/12/2013 23:38:09,No,1.0,"442705
442705","
",,,,,,442705,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511489cfc2a3754cfe669893
253614601,false,finalized,2,2/13/2013 00:51:13,No,1.0,"580645
580645","
",,,,,,580645,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511488d3c2a3754cfe6697b6
253614602,false,finalized,2,2/13/2013 01:10:35,No,1.0,"199532
199532","
",,,,,,199532,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485d1c2a3754cfe6693a2
253614603,false,finalized,2,2/12/2013 23:25:26,No,1.0,"469544
469544","
",,,,,,469544,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148933c2a3754cfe669806
253614604,false,finalized,2,2/13/2013 00:53:58,No,1.0,"107305
107305","
love, pandora, shit",,,,,,107305,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487c5c2a3754cfe669637
253614605,false,finalized,2,2/13/2013 01:01:08,No,0.5189,"704048
704048","
brunch",,,,,,704048,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147dbcc2a3754cfe668968
253614606,false,finalized,2,2/13/2013 00:26:09,No,1.0,"143212
143212","
",,,,,,143212,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148be5c2a3754cfe669c5c
253614607,false,finalized,2,2/13/2013 00:52:12,No,1.0,"503097
503097","
",,,,,,503097,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ccbc2a3754cfe668846
253614608,false,finalized,2,2/12/2013 23:32:29,No,1.0,"6065
6065","
",,,,,,6065,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494dbc2a3754cfe66a7f5
253614609,false,finalized,2,2/13/2013 01:02:20,No,1.0,"800749
800749","
",,,,,,800749,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149546c2a3754cfe66a870
253614610,false,finalized,2,2/12/2013 23:43:34,No,1.0,"811342
811342","
random",,,,,,811342,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147cfec2a3754cfe66886e
253614611,false,finalized,2,2/13/2013 01:29:40,No,1.0,"938237
938237","random
",,,,,,938237,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511481bfc2a3754cfe668e85
253614612,false,finalized,2,2/13/2013 00:02:17,No,1.0,"394116
394116","
",,,,,,394116,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148725c2a3754cfe669593
253614613,false,finalized,2,2/13/2013 01:01:35,No,1.0,"165949
165949","
",,,,,,165949,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484dac2a3754cfe66920d
253614614,false,finalized,2,2/13/2013 00:50:10,No,1.0,"995435
995435","
",,,,,,995435,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148734c2a3754cfe6695a3
253614615,false,finalized,2,2/13/2013 01:30:26,No,1.0,"652735
652735","
",,,,,,652735,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148988c2a3754cfe669833
253614616,false,finalized,2,2/13/2013 00:33:33,No,1.0,"6321
6321","
",,,,,,6321,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e13c2a3754cfe6689c4
253614617,false,finalized,2,2/13/2013 00:22:09,No,1.0,"283620
283620","
",,,,,,283620,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147f82c2a3754cfe668bcc
253614618,false,finalized,2,2/13/2013 00:47:57,No,1.0,"672933
672933","
",,,,,,672933,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147daec2a3754cfe66894d
253614619,false,finalized,2,2/13/2013 01:01:40,No,1.0,"589806
589806","
",,,,,,589806,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a47c2a3754cfe66993b
253614620,false,finalized,3,2/13/2013 01:14:22,No,1.0,"257758
257758
257758","

",,,,,,257758,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149035c2a3754cfe66a25a
253614621,false,finalized,2,2/13/2013 00:20:05,No,1.0,"285937
285937","
",,,,,,285937,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149ab1c2a3754cfe66af4f
253614622,false,finalized,3,2/13/2013 01:33:23,No,1.0,"302675
302675
302675","

",,,,,,302675,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e11c2a3754cfe669fcf
253614623,false,finalized,2,2/13/2013 00:21:19,No,1.0,"309679
309679","
cebtralpark, shooting, newyorkcity",,,,,,309679,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114907fc2a3754cfe66a28a
253614624,false,finalized,2,2/13/2013 01:03:44,No,1.0,"187357
187357","
",,,,,,187357,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a8dc2a3754cfe669993
253614625,false,finalized,2,2/13/2013 00:58:39,No,0.56,"9576
9576","
",,,,,,9576,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511482cbc2a3754cfe668f60
253614626,false,finalized,2,2/13/2013 00:26:14,No,1.0,"786367
786367","
",,,,,,786367,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511486b6c2a3754cfe6694de
253614627,false,finalized,2,2/12/2013 18:09:29,No,1.0,"825573
825573","
",,,,,,825573,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484e0c2a3754cfe66921e
253614628,false,finalized,2,2/13/2013 01:02:42,No,1.0,"609130
609130","
",,,,,,609130,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511477f9c2a3754cfe66842f
253614629,false,finalized,2,2/13/2013 00:41:06,No,1.0,"864517
864517","
",,,,,,864517,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a2cc2a3754cfe669937
253614630,false,finalized,2,2/13/2013 00:57:43,No,1.0,"976024
976024","
",,,,,,976024,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148abbc2a3754cfe6699a9
253614631,false,finalized,2,2/13/2013 00:26:50,No,0.5103,"38191
38191","
birthday",,,,,,38191,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a71c2a3754cfe668605
253614632,false,finalized,2,2/13/2013 01:00:01,No,1.0,"836572
836572","
",,,,,,836572,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a61c2a3754cfe6685de
253614633,true,golden,37,2/13/2013 03:06:00,No,0.9256,"515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
51148992c2a3754cfe669843
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314
515314","style





random


style













style
style



style chelsea guru fashion bliss ootd advice printed mimosa
no unique activity
Sat, 01 Dec 2012





",TRUE,,No,No rows are consistently describing any event!,,515314,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148992c2a3754cfe669843
253614634,false,finalized,2,2/13/2013 01:02:59,No,1.0,"22812
22812","
",,,,,,22812,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a79c2a3754cfe669973
253614635,true,golden,29,2/13/2013 03:43:27,No,0.8871,"359702
359702
359702
359702
359702
359702
359702
969192
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702
359702","
brunch like  blogger girl celine love west village candles





candles, village, west, cruise, mint










no




3 rows
brunch



",TRUE,,No,"Keyword ""brunch""  is friends hangout. So it's a private event thus you should label it as No",,359702,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148348c2a3754cfe668fd0
253614636,true,golden,38,2/13/2013 03:30:17,No,0.9174,"40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
795717
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783
40783","
monday morning weather imagining energy waliking wake

random


monday












monday imagining walking




795717







imagining

no


",TRUE,,No,Nothing event is happening in all these rows,,40783,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114812cc2a3754cfe668e24
253614637,false,finalized,2,2/13/2013 01:01:41,No,1.0,"91835
91835","
",,,,,,91835,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148982c2a3754cfe669827
253614638,false,finalized,2,2/13/2013 01:30:46,No,1.0,"800799
800799","
",,,,,,800799,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114894bc2a3754cfe669810
253614639,true,golden,23,2/13/2013 03:39:15,No,0.8599,"645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
645013
721667","random

""full ""marathon""










Thu, 06 Dec 2012



645013




runnin",TRUE,,No,Nothing event is happening in all these rows,,645013,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114862ec2a3754cfe669452
253614640,true,golden,26,2/13/2013 03:28:20,Yes,0.611,"103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525
103525","concert msg direction one onedirection quality

concert msg direction one onedirection quality

concert onedirection
concert msg direction one onedirection quality

concert, msg, directions
concert msg direction one one direction
concert msg direction one onedirection quality

concert

concert msg direction one onedirection quality

""concert""  ""msg"" ""direction""  ""one""  ""onedirection""
onedirection

3 rows
concert


no
no

concert",TRUE,,Yes,"Keyword ""concert"" (5 Sample Photos) is obviously an event!",,103525,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148d4fc2a3754cfe669e7a
253614641,false,finalized,2,2/12/2013 23:57:10,No,0.5163,"440631
440631","
",,,,,,440631,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148380c2a3754cfe669031
253614642,false,finalized,2,2/13/2013 00:35:59,No,0.5064,"838482
838482","italian stray trem samba
",,,,,,838482,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149191c2a3754cfe66a425
253614643,false,finalized,2,2/13/2013 01:00:23,No,1.0,"868455
868455","
",,,,,,868455,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114881ac2a3754cfe6696c2
253614644,true,golden,23,2/13/2013 02:54:02,No,0.955,"962471
962471
962471
962471
962471
170799
962471
962471
962471
962471
962471
962471
962471
962471
962471
962471
962471
962471
621710
962471
962471
962471
962471","













no unique activity
Dessert, Food

random



962471
",TRUE,,No,Nothing event is happening in all these rows,,962471,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148cbac2a3754cfe669dca
253614645,true,golden,27,2/13/2013 03:07:35,No,0.7771,"852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234
852234","williamsburg
street
walks poop cavalcade





handmade williamsburg


williamsburg


random

no unique activity



no





",TRUE,,,No evnet activity here! ,,852234,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114a333c2a3754cfe66b95b
253614646,true,golden,28,2/13/2013 03:39:15,No,0.6131,"690859
690859
690859
645013
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
690859
721667","y
picasso


picasso

carpet, guggenheim, picasso, art
random



Picasso
picasso art



picasso art
no unique activity
picasso art guggenheim battle crazy
art
picasso




Art Gallery
picasso
picasso",TRUE,,Yes,"Keyword ""picasso"" is about an exhibit so it is an event",,690859,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114940ec2a3754cfe66a761
253614647,true,golden,27,2/13/2013 03:09:33,No,0.9614,"384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872
384872","




















384872


no

",TRUE,,No,Nothing about any activity or abnormal occuring here. So no event!,,384872,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485ccc2a3754cfe669377
253614648,true,golden,22,2/13/2013 03:10:59,No,0.8224,"359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380
359380","night midtown


midtown night ""fun


random

""night""""midtown""  ""silhouette"" ""fun"" ""ph"" ""eyebrows""""skyscrapers"" ""madison""""rockafella""



night, midtown, fun

night midtown fun

359380




",TRUE,,No,Note there's not a single row has photos that are consistently describing THE SAME activity or occuring. So no event.,,359380,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e90c2a3754cfe668a9d
253614649,false,finalized,2,2/13/2013 01:12:21,No,1.0,"580655
580655","
",,,,,,580655,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147cddc2a3754cfe66885b
253614650,false,finalized,2,2/13/2013 00:49:18,No,1.0,"294476
294476","
",,,,,,294476,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511483fcc2a3754cfe6690b4
253614651,false,finalized,2,2/13/2013 01:04:49,No,1.0,"508269
508269","
",,,,,,508269,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148762c2a3754cfe6695ef
253614652,false,finalized,2,2/13/2013 01:01:41,No,1.0,"654109
654109","
",,,,,,654109,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148985c2a3754cfe669828
253614653,true,golden,26,2/13/2013 03:31:59,Yes,0.4946,"763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
797183
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283
763283","
btv talk alphastars anderson greg ospraie marc pine
btv
btv

marketmakers








btv talk alphastars
talk marc prime

btv talk alphastars

btv
Thu, 06 Dec 2012

alphastars
btv talk alphastars
btv, alphastars
btv talk alphastars",TRUE,,Yes,"Keyword ""btv"" (5 Sample Photos) is an event of recording!",,763283,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148a53c2a3754cfe669944
253614654,true,golden,17,2/13/2013 02:59:56,No,0.9497,"717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817
717817","
thank


grand











",TRUE,,No,Nothing about any activity or abnormal occuring here. So no event!,,717817,Invalid code. View the whole page and you could find it at the bottom of the link,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511482a5c2a3754cfe668ef3
253614655,false,finalized,2,2/13/2013 00:55:05,No,1.0,"337029
337029","
",,,,,,337029,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148296c2a3754cfe668eea
253614656,false,finalized,2,2/13/2013 01:01:29,No,1.0,"843186
843186","
",,,,,,843186,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147e1ac2a3754cfe6689e9
253614657,false,finalized,2,2/12/2013 23:43:03,No,1.0,"9723
9723","
",,,,,,9723,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114992dc2a3754cfe66adfa
253614658,false,finalized,2,2/13/2013 00:26:45,No,1.0,"71897
71897","
",,,,,,71897,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114919ac2a3754cfe66a444
253614659,false,finalized,2,2/12/2013 17:52:15,No,1.0,"423096
423096","
",,,,,,423096,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511484f0c2a3754cfe66927c
253614660,false,finalized,2,2/13/2013 00:59:29,No,1.0,"847598
847598","
",,,,,,847598,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147a65c2a3754cfe6685ed
253614661,false,finalized,2,2/13/2013 00:29:17,No,1.0,"433977
433977","time
",,,,,,433977,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148b83c2a3754cfe669b33
253614662,false,finalized,2,2/13/2013 00:40:46,No,1.0,"638823
638823","random
",,,,,,638823,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114835fc2a3754cfe66901b
253614663,false,finalized,4,2/13/2013 02:08:12,No,0.7377,"554215
554215
554215
554215","
no
grand
",,,,,,554215,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114805fc2a3754cfe668cd1
253614664,false,finalized,2,2/13/2013 01:13:54,No,1.0,"687676
687676","
",,,,,,687676,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114845cc2a3754cfe6690ff
253614665,false,finalized,2,2/13/2013 00:07:31,No,1.0,"100596
100596","
",,,,,,100596,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148497c2a3754cfe66917c
253614666,false,finalized,2,2/13/2013 01:07:04,No,1.0,"613936
613936","
",,,,,,613936,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511487acc2a3754cfe669621
253614667,false,finalized,2,2/13/2013 00:53:14,No,1.0,"736447
736447","
",,,,,,736447,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511480cac2a3754cfe668d9f
253614668,false,finalized,2,2/13/2013 00:13:35,Yes,0.5049,"307806
307806","
aids amazing",,,,,,307806,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b54c2a3754cfe6686f8
253614669,false,finalized,2,2/13/2013 00:52:13,No,1.0,"871185
871185","
",,,,,,871185,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148ef3c2a3754cfe66a102
253614670,false,finalized,2,2/13/2013 00:53:20,No,1.0,"228370
589494","
",,,,,,589494,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114848ac2a3754cfe669162
253614671,false,finalized,2,2/13/2013 01:07:52,No,1.0,"868331
868331","
",,,,,,868331,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147b44c2a3754cfe6686c6
253614672,false,finalized,2,2/13/2013 01:07:52,No,1.0,"556030
556030","
",,,,,,556030,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ad4c2a3754cfe668660
253614673,false,finalized,2,2/13/2013 01:10:09,No,1.0,"748466
748466","
random",,,,,,748466,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148b64c2a3754cfe669ae6
253614674,false,finalized,2,2/13/2013 00:55:07,No,1.0,"112981
112981","
",,,,,,112981,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511493a3c2a3754cfe66a6cd
253614675,false,finalized,2,2/13/2013 01:06:05,No,1.0,"619129
619129","
",,,,,,619129,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148fdfc2a3754cfe66a222
253614676,false,finalized,2,2/13/2013 01:10:28,No,1.0,"925137
925137","
",,,,,,925137,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148990c2a3754cfe669840
253614677,false,finalized,2,2/13/2013 00:03:54,Yes,1.0,"7554
7554","
daretofly jordan",,,,,,7554,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148777c2a3754cfe669601
253614678,false,finalized,2,2/13/2013 00:03:20,No,0.5218,"499313
499313","
love",,,,,,499313,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148e84c2a3754cfe66a086
253614679,false,finalized,2,2/12/2013 23:16:25,No,1.0,"340313
340313","
",,,,,,340313,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148669c2a3754cfe6694cb
253614680,false,finalized,2,2/13/2013 00:32:54,No,1.0,"298846
298846","
",,,,,,298846,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148602c2a3754cfe6693f5
253614681,false,finalized,2,2/13/2013 01:04:26,No,1.0,"140233
140233","
",,,,,,140233,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511485edc2a3754cfe6693d0
253614682,false,finalized,2,2/13/2013 01:00:36,No,1.0,"327702
327702","
",,,,,,327702,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148621c2a3754cfe669420
253614683,false,finalized,2,2/13/2013 00:42:45,No,1.0,"764083
764083","
",,,,,,764083,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148999c2a3754cfe66985a
253614684,false,finalized,2,2/13/2013 01:04:40,No,1.0,"120415
120415","
no unique activity",,,,,,120415,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51148c57c2a3754cfe669d41
253614685,false,finalized,3,2/13/2013 01:15:35,No,1.0,"8898
8898
8898","

",,,,,,8898,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149cecc2a3754cfe66b2a2
253614686,false,finalized,2,2/13/2013 01:06:16,No,1.0,"612243
612243","
",,,,,,612243,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147ef0c2a3754cfe668b13
253614687,false,finalized,2,2/13/2013 00:22:04,No,1.0,"524697
524697","
",,,,,,524697,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114c473c2a3754cfe66dd04
253614688,false,finalized,2,2/13/2013 01:30:26,No,1.0,"674534
674534","
",,,,,,674534,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/511494f9c2a3754cfe66a830
253614689,false,finalized,2,2/12/2013 23:44:51,No,1.0,"571698
571698","
",,,,,,571698,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51147cfdc2a3754cfe66886a
253614690,false,finalized,2,2/13/2013 01:36:09,No,1.0,"657825
657825","
",,,,,,657825,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114996cc2a3754cfe66ae27
253614691,false,finalized,3,2/13/2013 01:30:46,No,0.651,"536244
536244
536244","

",,,,,,536244,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/51149701c2a3754cfe66ab97
253614692,false,finalized,2,2/13/2013 01:03:44,No,1.0,"582877
582877","
",,,,,,582877,,http://ec2-23-22-67-45.compute-1.amazonaws.com/citybeat-events/events/5114883dc2a3754cfe66971a
